Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
05/15/2015,CHEV,VN,,BLK,N562883,IL,701 N. Sacramento,(773) 265-7605,6817838
05/15/2015,CHRY,4D,,RED,SAN1ST,IL,10300 S. Doty,(773) 568-8495,2764178
05/15/2015,CHRY,4D,,TAN,L913529,IL,701 N. Sacramento,(773) 265-7605,6817858
05/15/2015,DODG,4D,,SIL,E217329,IL,701 N. Sacramento,(773) 265-7605,6817842
05/15/2015,DODG,4D,,BLK,4619426,IL,400 E. Lower Wacker,(312) 744-7550,926396
05/15/2015,DODG,LL,,GRN,1580826,IL,701 N. Sacramento,(773) 265-7605,6817828
05/15/2015,DODG,LL,,SIL,E675116,IL,10300 S. Doty,(773) 568-8495,2764247
05/15/2015,DODG,VN,,BLU,319REP,AR,10300 S. Doty,(773) 568-8495,2764259
05/15/2015,FORD,4D,,WHI,834R299,IL,701 N. Sacramento,(773) 265-7605,6817857
05/15/2015,FORD,4D,,GLD,912R686,IL,10300 S. Doty,(773) 568-8495,2764260
05/15/2015,FORD,PK,F15,RED,757EEK,MN,10300 S. Doty,(773) 568-8495,2764244
05/15/2015,FORD,TR,TK,WHI,,IL,701 N. Sacramento,(773) 265-7605,6817847
05/15/2015,FORD,VN,TK,LBL,E442310,IL,10300 S. Doty,(773) 568-8495,2764251
05/15/2015,HYUN,4D,,WHI,V354918,IL,10300 S. Doty,(773) 568-8495,2764210
05/15/2015,INFI,4D,,GLD,933R349,IL,701 N. Sacramento,(773) 265-7605,6817802
05/15/2015,JEEP,LL,,BLK,P732837,IL,701 N. Sacramento,(773) 265-7605,6817839
05/15/2015,MERC,4D,,WHI,E477123,IL,10300 S. Doty,(773) 568-8495,2764177
05/15/2015,MITS,4D,,SIL,296R448,IL,10300 S. Doty,(773) 568-8495,2764261
05/15/2015,MITS,4D,,BLK,5740515,IL,701 N. Sacramento,(773) 265-7605,6817846
05/15/2015,PONT,4D,,GRY,E356590,IL,10300 S. Doty,(773) 568-8495,2764169
05/15/2015,PONT,4D,GRA,RED,R480036,IL,701 N. Sacramento,(773) 265-7605,6817824
05/15/2015,PONT,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495,2764197
05/15/2015,PONT,4D,,BLU,Y723183,IL,10300 S. Doty,(773) 568-8495,2764179
05/14/2015,AUDI,4D,,BLK,E984482,IL,10300 S. Doty,(773) 568-8495,2764072
05/14/2015,BUIC,2D,,BGE,V706311,IL,701 N. Sacramento,(773) 265-7605,6817798
05/14/2015,BUIC,4D,,WHI,E675281,IL,10300 S. Doty,(773) 568-8495,2764156
05/14/2015,BUIC,4D,,GRN,V603325,IL,10300 S. Doty,(773) 568-8495,2764074
05/14/2015,CADI,4D,,WHI,S870336,IL,10300 S. Doty,(773) 568-8495,2764154
05/14/2015,CHEV,2D,,MAR,L643919,IL,701 N. Sacramento,(773) 265-1846,1533378
05/14/2015,CHEV,2D,,GRY,977R825,IL,10300 S. Doty,(773) 568-8495,2764162
05/14/2015,CHEV,4D,,WHI,L692199,IL,10300 S. Doty,(773) 568-8495,2764068
05/14/2015,CHEV,4D,,SIL,E427196,IL,10300 S. Doty,(773) 568-8495,2764160
05/14/2015,CHEV,4D,,BLU,E193373,IL,10300 S. Doty,(773) 568-8495,2764092
05/14/2015,CHEV,4D,,WHI,E148683,IL,10300 S. Doty,(773) 568-8495,2764143
05/14/2015,CHEV,4D,,BLK,487R184,IL,701 N. Sacramento,(773) 265-7605,6817788
05/14/2015,CHEV,VN,,MAR,S385129,IL,701 N. Sacramento,(773) 265-7605,6817780
05/14/2015,CHRY,4D,,BLU,E158043,IL,10300 S. Doty,(773) 568-8495,2764081
05/14/2015,DODG,VN,,SIL,190S504,IL,10300 S. Doty,(773) 568-8495,2764077
05/14/2015,FORD,2D,,BLK,S937039,IL,701 N. Sacramento,(773) 265-7605,6817768
05/14/2015,FORD,2D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2764098
05/14/2015,FORD,2D,,WHI,V322229,IL,701 N. Sacramento,(773) 265-7605,6817740
05/14/2015,FORD,4D,,BLK,X231236,IL,10300 S. Doty,(773) 568-8495,2764104
05/14/2015,FORD,4D,,BLK,V472783,IL,10300 S. Doty,(773) 568-8495,2764090
05/14/2015,FORD,4D,,BLU,998R261,IL,701 N. Sacramento,(773) 265-7605,6811775
05/14/2015,FORD,LL,,RED,R1271A,TN,10300 S. Doty,(773) 568-8495,2764153
05/14/2015,FORD,LL,,MAR,1352738,IL,701 N. Sacramento,(773) 265-7605,6817796
05/14/2015,FORD,PK,,RED,,IL,10300 S. Doty,(773) 568-8495,2764064
05/14/2015,FORD,PK,,BLK,1587256,IL,10300 S. Doty,(773) 568-8495,2764069
05/14/2015,FORD,VN,,RED,P502550,IL,10300 S. Doty,(773) 568-8495,2764086
05/14/2015,GMC,LL,,BLK,N317215,IL,10300 S. Doty,(773) 568-8495,2764079
05/14/2015,HOND,2D,,YEL,5361989,IL,701 N. Sacramento,(773) 265-7605,6817773
05/14/2015,HOND,2D,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6817763
05/14/2015,HOND,4D,,GRN,E470982,IL,701 N. Sacramento,(773) 265-7605,6817761
05/14/2015,HOND,4D,,GRY,N905025,IL,10300 S. Doty,(773) 568-8495,2764075
05/14/2015,HYUN,4D,,BLU,S240252,IL,10300 S. Doty,(773) 568-8495,2764070
05/14/2015,HYUN,4D,,WHI,L850522,IL,10300 S. Doty,(773) 568-8495,2764137
05/14/2015,KIA,LL,,BLU,163ADL,OK,701 N. Sacramento,(773) 265-7605,6817742
05/14/2015,LEXS,4D,,BLK,S4490487,IL,10300 S. Doty,(773) 568-8495,276423
05/14/2015,LINC,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6817769
05/14/2015,MAZD,4D,,RED,P321677,IL,10300 S. Doty,(773) 568-8495,2764099
05/14/2015,MERC,4D,,BLK,E358215,IL,701 N. Sacramento,(773) 265-7605,6817789
05/14/2015,NISS,4D,ALT,WHI,881R152,IL,701 N. Sacramento,(773) 265-7605,6817797
05/14/2015,OLDS,VN,,TAN,V145418,IL,701 N. Sacramento,(773) 265-7605,6817752
05/14/2015,PLYM,VN,,MAR,6496681,IL,701 N. Sacramento,(773) 265-1846,1533380
05/14/2015,PONT,4D,,BRZ,H684640,IL,10300 S. Doty,(773) 568-8495,2764159
05/14/2015,PONT,4D,,GRN,E215229,IL,701 N. Sacramento,(773) 265-7605,6817793
05/14/2015,PONT,4D,,TAN,V840959,IL,10300 S. Doty,(773) 568-8495,466464
05/14/2015,PONT,4D,,BLK,N198446,IL,10300 S. Doty,(773) 568-8495,2764071
05/14/2015,SUBA,SW,,BLU,E440725,IL,701 N. Sacramento,(773) 265-7605,6817784
05/14/2015,TOYT,2D,,BLK,V743949,IL,701 N. Sacramento,(773) 265-7605,6817790
05/13/2015,ACUR,4D,,WHI,E758752,IL,10300 S. Doty,(773) 568-8495,466445
05/13/2015,BMW,4D,,GRY,E715804,IL,701 N. Sacramento,(773) 265-7605,6817734
05/13/2015,BUIC,4D,,BLU,E677488,IL,10300 S. Doty,(773) 568-8495,2763965
05/13/2015,BUIC,4D,,WHI,E354186,IL,10300 S. Doty,(773) 568-8495,2764056
05/13/2015,BUIC,4D,,COM,N669613,IL,10300 S. Doty,(773) 568-8495,2764050
05/13/2015,BUIC,4D,,SIL,R440225,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,415636
05/13/2015,BUIC,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495,2763972
05/13/2015,BUIC,LL,,BLU,RUZ870,IN,10300 S. Doty,(773) 568-8495,2764057
05/13/2015,CHEV,4D,,BLK,377PKY,MN,10300 S. Doty,(773) 568-8495,2763970
05/13/2015,CHEV,4D,,BLK,N862246,IL,400 E. Lower Wacker,(312) 744-7550,926261
05/13/2015,CHEV,PK,,RED,1557463,IL,701 N. Sacramento,(773) 265-7605,6817697
05/13/2015,CHEV,VN,,GRN,V694763,IL,10300 S. Doty,(773) 785-9752,1715225
05/13/2015,CHRY,2D,,GRY,V331868,IL,Chicago O'hare International Airport remote lot E.,(312) 746-6350,415637
05/13/2015,CHRY,4D,,TAN,E193724,IL,10300 S. Doty,(773) 568-8495,2764016
05/13/2015,DODD,PK,,RED,1587853,IL,10300 S. Doty,(773) 568-8495,2764060
05/13/2015,DODG,4D,,RED,,IL,10300 S. Doty,(773) 568-8495,2764055
05/13/2015,DODG,VN,TK,BLU,Y721121,IL,10300 S. Doty,(773) 568-8495,466446
05/13/2015,DODG,VN,,TAN,E309666,IL,10300 S. Doty,(773) 568-8495,2764061
05/13/2015,DODG,VN,TK,GRN,890R828,IL,10300 S. Doty,(773) 568-8495,2763966
05/13/2015,FORD,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6817733
05/13/2015,FORD,4D,,BLU,V135699,IL,10300 S. Doty,(773) 568-8495,2764037
05/13/2015,FORD,4D,,BLK,LSQUAR2,IL,10300 S. Doty,(773) 568-8495,2763971
05/13/2015,FORD,LL,,BLK,31540F,IL,400 E. Lower Wacker,(312) 744-7550,926267
05/13/2015,FORD,LL,,TAN,E407418,IL,10300 S. Doty,(773) 568-8495,2763973
05/13/2015,FORD,LL,,GRN,E493513,IL,10300 S. Doty,(773) 568-8495,2763974
05/13/2015,FORD,VN,,WHI,95496S,IL,10300 S. Doty,(773) 568-8495,2764062
05/13/2015,HOND,2D,,TAN,201S364,IL,701 N. Sacramento,(773) 265-7605,6817710
05/13/2015,HOND,2D,,BLK,V853206,IL,701 N. Sacramento,(773) 265-7605,6817688
05/13/2015,JEEP,LL,,PLE,,IL,10300 S. Doty,(773) 568-8495,2763959
05/13/2015,LEXS,4D,,GLD,842R530,IL,701 N. Sacramento,(773) 265-7605,6817702
05/13/2015,LINC,2D,,BRO,E149670,IL,10300 S. Doty,(773) 568-8495,2763999
05/13/2015,LINC,4D,,WHI,,E1,701 N. Sacramento,(773) 265-7605,6817732
05/13/2015,MERZ,LL,,BLK,DL6238B,IL,10300 S. Doty,(773) 568-8495,466447
05/13/2015,MITS,4D,,PLE,R190083,IL,10300 S. Doty,(773) 568-8495,2764048
05/13/2015,MITS,4D,,BLK,N849551,IL,10300 S. Doty,(773) 568-8495,2764063
05/13/2015,NISS,4D,,BLK,,IL,701 N. Sacramento,(773) 265-7605,6817703
05/13/2015,PONT,2D,,GRY,V616420,IL,10300 S. Doty,(773) 568-8495,2763958
05/13/2015,PONT,2D,,RED,,IL,10300 S. Doty,(773) 568-8495,2764059
05/13/2015,PONT,4D,,GRY,1223520,IL,10300 S. Doty,(773) 568-8495,2763964
05/13/2015,PONT,4D,,RED,E381044,IL,10300 S. Doty,(773) 568-8495,2763967
05/13/2015,PONT,VN,,BLU,E702564,IL,701 N. Sacramento,(773) 265-7605,6817686
05/13/2015,SATR,4D,,BLU,V457110,IL,10300 S. Doty,(773) 568-8495,2764001
05/13/2015,TOYT,2D,,BLK,S956401,IL,701 N. Sacramento,(773) 265-7605,6817738
05/13/2015,TOYT,4D,,WHI,V748679,IL,10300 S. Doty,(773) 568-8495,2763957
05/13/2015,TOYT,4D,,BLU,H751841,IL,701 N. Sacramento,(773) 265-7605,6817708
05/13/2015,TOYT,4D,,GRN,E311090,IL,701 N. Sacramento,(773) 265-7605,6817711
05/12/2015,ACUR,4D,,BLK,E802721,IL,10300 S. Doty,(773) 568-8495,2763902
05/12/2015,CHEV,2D,,BLK,V707640,IL,701 N. Sacramento,(773) 265-7605,6817681
05/12/2015,CHEV,4D,,BLU,L387250,IL,10300 S. Doty,(773) 568-8495,2763941
05/12/2015,CHEV,4D,,ONG,V619792,IL,10300 S. Doty,(773) 568-8495,2763924
05/12/2015,CHEV,LL,TK,DBL,S863641,IL,10300 S. Doty,(773) 568-8495,2763896
05/12/2015,CHRY,4D,,RED,E706920,IL,701 N. Sacramento,(773) 265-7605,6817635
05/12/2015,CHRY,4D,,SIL,N650627,IL,10300 S. Doty,(773) 568-8495,2763923
05/12/2015,CHRY,4D,,WHI,,IL,701 N. Sacramento,(773) 265-7605,6817679
05/12/2015,DODG,4D,,GRN,G681555,IL,701 N. Sacramento,(773) 265-7605,6817653
05/12/2015,DODG,LL,,BLK,E416404,IL,10300 S. Doty,(773) 568-8495,2763905
05/12/2015,DODG,VN,TK,GRN,V137606,IL,10300 S. Doty,(773) 568-8495,2763891
05/12/2015,FORD,2D,,MAR,S896833,IL,701 N. Sacramento,(773) 265-7605,6817634
05/12/2015,FORD,4D,,BLU,,,701 N. Sacramento,(773) 265-7605,466502
05/12/2015,FORD,4D,,GRY,E476212,IL,701 N. Sacramento,(773) 265-7605,6817644
05/12/2015,FORD,4D,,RED,E381782,IL,10300 S. Doty,(773) 568-8495,466443
05/12/2015,FORD,VN,,TAN,S486918,IL,701 N. Sacramento,(773) 265-7605,6817633
05/12/2015,GMC,LL,TK,GRN,6441577,IL,10300 S. Doty,(773) 568-8495,2763914
05/12/2015,HOND,4D,,GRN,2694090,IL,701 N. Sacramento,(773) 265-7605,6817636
05/12/2015,JAGU,4D,,SIL,E820334,IL,701 N. Sacramento,(773) 265-7605,6817648
05/12/2015,MAZD,LL,,GRN,00121100,IL,10300 S. Doty,(773) 568-8495,2763907
05/12/2015,MAZD,VN,TK,GRY,982R843,IL,701 N. Sacramento,(773) 265-7605,6817646
05/12/2015,MITS,4D,,MAR,E670297,IL,701 N. Sacramento,(773) 265-7605,6817685
05/12/2015,NISS,4D,,TAN,E387538,IL,10300 S. Doty,(773) 568-8495,2763908
05/12/2015,NISS,4D,,SIL,S992625,IL,10300 S. Doty,(773) 568-8495,2763904
05/12/2015,OLDS,4D,,GRY,00119935,IL,10300 S. Doty,(773) 568-8495,2763910
05/12/2015,PONT,2D,,SIL,V748848,IL,701 N. Sacramento,(773) 265-7605,6817637
05/12/2015,PONT,2D,,BLK,837R552,IL,10300 S. Doty,(773) 568-8495,2763955
05/12/2015,PONT,4D,,GRY,,IL,10300 S. Doty,(773) 568-8495,2763889
05/12/2015,PONT,LL,,BLU,E528729,IL,10300 S. Doty,(773) 568-8495,2763936
05/12/2015,PONT,VN,,BLU,V330903,IL,10300 S. Doty,(773) 568-8495,2763884
05/12/2015,SATR,4D,,GRN,E458615,IL,10300 S. Doty,(773) 568-8495,2763909
05/12/2015,TOYT,4D,,GRY,P187977,IL,10300 S. Doty,(773) 568-8495,2763893
05/12/2015,TOYT,4D,,GRY,E649162,IL,10300 S. Doty,(773) 568-8495,2763888
05/12/2015,TOYT,4T,,WHI,E578326,IL,10300 S. Doty,(773) 568-8495,2763887
05/12/2015,VOLK,4D,JET,SIL,,,10300 S. Doty,(773) 568-8495,2763920
05/11/2015,ACUR,LL,,SIL,S623817,IL,701 N. Sacramento,(773) 265-7605,6817606
05/11/2015,CHEV,2D,,WHI,1473641B,IL,10300 S. Doty,(773) 568-8495,2763843
05/11/2015,CHEV,4D,,GRN,126257AV,IL,701 N. Sacramento,(773) 265-7605,6817574
05/11/2015,CHEV,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495,2763845
05/11/2015,CHEV,4D,,TAN,V602866,IL,10300 S. Doty,(773) 568-8495,2763875
05/11/2015,CHEV,4D,,BRO,E393971,IL,10300 S. Doty,(773) 568-8495,2763855
05/11/2015,CHEV,LL,TK,BLK,V706266,IL,10300 S. Doty,(773) 568-8495,2763856
05/11/2015,CHEV,VN,,GRN,E394455,IL,701 N. Sacramento,(773) 265-7605,6817625
05/11/2015,CHRY,VN,TK,WHI,S102899,IL,10300 S. Doty,(773) 568-8495,2763863
05/11/2015,DODG,4D,STA,WHI,959R328,IL,10300 S. Doty,(773) 568-8495,2763870
05/11/2015,DODG,4D,,MAR,00108229,IL,400 E. Lower Wacker,(312) 744-7550,926092
05/11/2015,DODG,PK,TK,SIL,85892FF,IL,701 N. Sacramento,(773) 265-7605,6817568
05/11/2015,DODG,VN,TK,GRN,110S768,IL,701 N. Sacramento,(773) 265-7605,6817587
05/11/2015,DODG,VN,TK,GRN,P497823,IL,10300 S. Doty,(773) 568-8495,2763879
05/11/2015,FORD,4D,,MAR,E664268,IL,10300 S. Doty,(773) 568-8495,2763901
05/11/2015,FORD,PK,,GRY,1396658,IL,701 N. Sacramento,(773) 265-7605,6817585
05/11/2015,GMC,LL,,GRN,,IL,10300 S. Doty,(773) 568-8495,2763859
05/11/2015,HOND,2D,,SIL,Y718650,IL,10300 S. Doty,(773) 568-8495,2763878
05/11/2015,HOND,4D,,GRN,9532464,IL,701 N. Sacramento,(773) 265-7605,6817618
05/11/2015,HYUN,4D,,GRY,N924893,IL,10300 S. Doty,(773) 568-8495,2763851
05/11/2015,JEEP,LL,TK,GRY,992R879,IL,10300 S. Doty,(773) 568-8495,2763852
05/11/2015,LINC,2D,,MAR,Y723415,IL,10300 S. Doty,(773) 568-8495,2763883
05/11/2015,MAZD,4D,,WHI,881XJH,WI,10300 S. Doty,(773) 568-8495,2763876
05/11/2015,MITS,4D,,BLU,R212198,IL,10300 S. Doty,(773) 568-8495,2763846
05/11/2015,NISS,4D,,WHI,R555147,IL,10300 S. Doty,(773) 568-8495,2763858
05/11/2015,NISS,4D,,SIL,128S361,IL,701 N. Sacramento,(773) 265-7605,6817569
05/11/2015,OLDS,4D,,WHI,829R810,IL,701 N. Sacramento,(773) 265-7605,6817631
05/11/2015,PONT,4D,,BLK,990R796,IL,701 N. Sacramento,(773) 265-7605,6817575
05/11/2015,PONT,4D,,SIL,774R083,IL,701 N. Sacramento,(773) 265-7605,6817583
05/11/2015,PONT,VN,TK,RED,S776230,IL,10300 S. Doty,(773) 568-8495,2763865
05/11/2015,SATR,2D,,GRY,E476790,IL,10300 S. Doty,(773) 568-8495,2763860
05/11/2015,SATR,4D,,BLK,R790070,IL,701 N. Sacramento,(773) 265-7605,6817590
05/11/2015,SATR,4D,,BLU,924R131,IL,10300 S. Doty,(773) 568-8495,2763872
05/11/2015,TOYT,4D,,TAN,G396234,IL,701 N. Sacramento,(773) 265-7605,6817627
05/10/2015,BMW,4D,,BLK,611R028,IL,701 N. Sacramento,(773) 265-7605,6817545
05/10/2015,BUIC,4D,,RED,E476826,IL,10300 S. Doty,(773) 568-8495,2763817
05/10/2015,CADI,4D,,WHI,V827356,IL,10300 S. Doty,(773) 568-8495,2763832
05/10/2015,CHEV,2D,,BLU,V616383,IL,10300 S. Doty,(773) 568-8495,2763814
05/10/2015,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495,2763836
05/10/2015,CHEV,4D,,GRY,E309987,IL,10300 S. Doty,(773) 568-8495,2763808
05/10/2015,CHEV,4D,,GRY,DTJ3501,TX,10300 S. Doty,(773) 568-8495,2763803
05/10/2015,CHEV,4D,,BLU,R389788,IL,701 N. Sacramento,(773) 265-7605,6817533
05/10/2015,CHEV,VN,,WHI,CHR452,IL,10300 S. Doty,(773) 568-8495,2763804
05/10/2015,DODG,2D,,BLU,R661677,IL,701 N. Sacramento,(773) 265-7605,6817555
05/10/2015,FORD,LL,,GRN,V732697,IL,10300 S. Doty,(773) 568-8495,2763807
05/10/2015,FORD,LL,EXP,,DIIU94,FL,701 N. Sacramento,(773) 265-7605,6817553
05/10/2015,FORD,PK,TK,WHI,1219906B,IL,10300 S. Doty,(773) 568-8495,2763819
05/10/2015,FORD,VN,,WHI,30226Z,IL,10300 S. Doty,(773) 568-8495,2763811
05/10/2015,HOND,4D,CIV,TAN,E226145,IL,701 N. Sacramento,(773) 265-7605,6817547
05/10/2015,HOND,4D,,GLD,6404266,IL,701 N. Sacramento,(773) 265-7605,6817562
05/10/2015,HOND,4D,,BLU,V936007,IL,701 N. Sacramento,(773) 265-7605,6817527
05/10/2015,HOND,4D,,GRY,H812936,IL,10300 S. Doty,(773) 568-8495,2763809
05/10/2015,HYUN,2D,,BLK,P273148,IL,701 N. Sacramento,(773) 265-7605,6817526
05/10/2015,HYUN,4T,,BLU,R345659,IL,701 N. Sacramento,(773) 265-7605,6817519
05/10/2015,JEEP,LL,CHE,GRN,R414714,IL,10300 S. Doty,(773) 568-8495,2763828
05/10/2015,LEXS,4D,,GRN,L401103,IL,10300 S. Doty,(773) 568-8495,2763834
05/10/2015,LINC,4D,,SIL,,,701 N. Sacramento,(773) 265-7605,6817538
05/10/2015,MAZD,VN,,BLK,26533B,IN,701 N. Sacramento,(773) 265-7605,6817559
05/10/2015,MERC,4D,,MAR,V129327,IL,10300 S. Doty,(773) 568-8495,2763849
05/10/2015,MITS,4D,MIR,GRN,V238987,IL,10300 S. Doty,(773) 568-8495,2763829
05/10/2015,NISS,4D,PTH,BRO,V465234,IL,10300 S. Doty,(773) 568-8495,2763830
05/10/2015,OLDS,4D,,GRN,V750568,IL,10300 S. Doty,(773) 568-8495,2763839
05/10/2015,TOYT,2D,,BLK,V298867,IL,701 N. Sacramento,(773) 265-7605,6817554
05/09/2015,BUIC,4D,,BRZ,S919427,IL,701 N. Sacramento,(773) 265-7605,6817435
05/09/2015,BUIC,4D,,BRO,E618515,IL,701 N. Sacramento,(773) 265-7605,6817515
05/09/2015,BUIC,4D,,SIL,S877359,IL,10300 S. Doty,(773) 568-8495,2763795
05/09/2015,CADI,4D,,GRY,R201117,IL,10300 S. Doty,(773) 568-8495,2763792
05/09/2015,CHEV,2D,,WHI,E672356,IL,701 N. Sacramento,(773) 265-7605,6817506
05/09/2015,CHEV,2D,,SIL,P421480,IL,10300 S. Doty,(773) 568-8495,2763754
05/09/2015,CHEV,4D,,SIL,R336557,IL,10300 S. Doty,(773) 568-8495,2763790
05/09/2015,CHEV,4D,,SIL,158S303,IL,10300 S. Doty,(773) 568-8495,2763758
05/09/2015,CHEV,4D,,GRY,L183001,IL,701 N. Sacramento,(773) 265-7605,6817516
05/09/2015,CHEV,4D,IMP,GLD,E148143,IL,10300 S. Doty,(773) 568-8495,2763772
05/09/2015,CHEV,LL,,GLD,V173634,IL,10300 S. Doty,(773) 568-8495,2763756
05/09/2015,CHEV,VN,,SIL,170S560,IL,10300 S. Doty,(773) 568-8495,2763762
05/09/2015,CHRY,2D,SEB,WHI,V523203,IL,10300 S. Doty,(773) 568-8495,2763771
05/09/2015,DODG,4D,,WHI,,IL,10300 S. Doty,(773) 568-8495,2763777
05/09/2015,DODG,PK,,RED,843YB,IL,10300 S. Doty,(773) 568-8495,2763755
05/09/2015,DODG,VN,,TAN,S957037,IL,701 N. Sacramento,(773) 265-7605,6817513
05/09/2015,DODG,VN,,SIL,E432026,IL,10300 S. Doty,(773) 568-8495,2763764
05/09/2015,FORD,4D,,WHI,S219091,IL,10300 S. Doty,(773) 568-8495,2763794
05/09/2015,FORD,4D,FOC,GRY,P406063,IL,701 N. Sacramento,(773) 265-7605,6817471
05/09/2015,FORD,4D,,BLU,V445945,IL,701 N. Sacramento,(773) 265-7605,6817525
05/09/2015,FORD,4T,,BLU,,IL,10300 S. Doty,(773) 568-8495,2763797
05/09/2015,FORD,LL,TK,BLU,V611219,IL,10300 S. Doty,(773) 568-8495,2763785
05/09/2015,FORD,LL,,SIL,917R003,IL,10300 S. Doty,(773) 568-8495,2763786
05/09/2015,FORD,LL,,ONG,V956317,IL,701 N. Sacramento,(773) 265-7605,6817436
05/09/2015,FORD,PK,F15,BLK,73548G,IL,10300 S. Doty,(773) 568-8495,2763778
05/09/2015,GMC,LL,,BLU,R983069,IL,10300 S. Doty,(773) 568-8495,2763766
05/09/2015,GMC,LL,,WHI,6319588,IL,10300 S. Doty,(773) 568-8495,2763751
05/09/2015,HOND,4D,,BLK,527PDT,MN,10300 S. Doty,(773) 568-8495,2763793
05/09/2015,HOND,4D,ACC,WHI,731JTF,KY,701 N. Sacramento,(773) 265-7605,6817468
05/09/2015,HOND,4D,,BLK,RSK584,IL,10300 S. Doty,(773) 568-8495,2763763
05/09/2015,HOND,4D,CIV,GRN,809BNG,IN,10300 S. Doty,(773) 568-8495,2763769
05/09/2015,HOND,VN,,GRY,L209470,IL,10300 S. Doty,(773) 568-8495,2763760
05/09/2015,HYUN,4T,,GRY,V722558,IL,701 N. Sacramento,(773) 265-7605,6817458
05/09/2015,HYUN,4T,,BRO,E208431,IL,701 N. Sacramento,(773) 265-7605,6817462
05/09/2015,JEEP,LL,CHE,WHI,N931652,IL,10300 S. Doty,(773) 568-8495,2763775
05/09/2015,LEXS,LL,,GRY,V358877,IL,701 N. Sacramento,(773) 265-7605,6817469
05/09/2015,MERC,VN,,BLK,999R667,IL,10300 S. Doty,(773) 568-8495,2763798
05/09/2015,MITS,2D,ECL,BLK,R602031,IL,701 N. Sacramento,(773) 265-7605,6817470
05/09/2015,NISS,4D,,SIL,S681240,IL,10300 S. Doty,(773) 568-8495,2763782
05/09/2015,NISS,LL,TK,YEL,5833198,IL,701 N. Sacramento,(773) 265-7605,6817508
05/09/2015,OLDS,VN,,WHI,E704581,IL,10300 S. Doty,(773) 568-8495,2763789
05/09/2015,PONT,4D,,GRN,N858786,IL,10300 S. Doty,(773) 568-8495,2763765
05/09/2015,PONT,4D,,GRY,E308326,IL,701 N. Sacramento,(773) 265-7605,6817441
05/09/2015,PONT,VN,,GLD,E708598,IL,701 N. Sacramento,(773) 265-7605,6817443
05/09/2015,ROV,LL,,BLK,V511097,IL,701 N. Sacramento,(773) 265-7605,6817434
05/09/2015,SAA,2D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6817514
05/09/2015,TOYT,4D,,GRY,S346698,IL,10300 S. Doty,(773) 568-8495,2763748
05/09/2015,TOYT,4T,,WHI,V571411,IL,701 N. Sacramento,(773) 265-7605,6817437
05/09/2015,TOYT,4T,,GRN,N335732,IL,701 N. Sacramento,(773) 265-7605,6817432
05/09/2015,TOYT,LL,TK,BLK,N734276,IL,701 N. Sacramento,(773) 265-7605,6817479
05/09/2015,TOYT,LL,,BLU,N259247,IL,701 N. Sacramento,(773) 265-7605,6817517
05/08/2015,ACUR,4D,,BLK,S363916,IL,701 N. Sacramento,(773) 265-7605,6817395
05/08/2015,BUIC,4D,,WHI,637R146,IL,10300 S. Doty,(773) 568-8495,2763741
05/08/2015,CADI,4D,,WHI,S930355,IL,701 N. Sacramento,(773) 265-7605,6817425
05/08/2015,CHEV,2D,,MAR,N761422,IL,10300 S. Doty,(773) 568-8495,2763745
05/08/2015,CHEV,4D,,WHI,V517231,IL,701 N. Sacramento,(773) 265-7605,6817346
05/08/2015,CHEV,4D,,GRN,E690673,IL,701 N. Sacramento,(773) 265-7605,6817338
05/08/2015,CHEV,VN,,BRO,R172567,IL,701 N. Sacramento,(773) 265-7605,6817428
05/08/2015,DODG,4D,,GRY,S928802,IL,701 N. Sacramento,(773) 265-7605,6817368
05/08/2015,FORD,2D,,WHI,992R595,IL,10300 S. Doty,(773) 568-8495,2763729
05/08/2015,FORD,2D,,RED,V815540,IL,10300 S. Doty,(773) 568-8495,2763732
05/08/2015,FORD,4D,,BLK,P625239,IL,701 N. Sacramento,(773) 265-7605,6817362
05/08/2015,GEO,4D,PRI,BLU,E142206,IL,701 N. Sacramento,(773) 265-7605,6817402
05/08/2015,GMC,LL,,WHI,E605073,IL,701 N. Sacramento,(773) 265-7605,6817361
05/08/2015,HYUN,4D,,BLU,V906115,IL,10300 S. Doty,(773) 568-8495,2763736
05/08/2015,ISU,LL,,SIL,E358885,IL,701 N. Sacramento,(773) 265-1846,1533667
05/08/2015,JEEP,LL,CHE,GRY,N211993,IL,701 N. Sacramento,(773) 265-7605,6817393
05/08/2015,JMS,MC,CYL,RED,,IL,10300 S. Doty,(773) 568-8495,2763716
05/08/2015,KIA,4D,,SIL,,IL,701 N. Sacramento,(773) 265-1846,1533364
05/08/2015,KIA,4D,,BLK,9724873,IL,701 N. Sacramento,(773) 265-7605,6817401
